Cliente;Arquivo;Código;Descrição;Peso;Valor;NCM
celio.planilha;celio.planilha.xlsx;2026-04-09 12:01:08;000005251 / 01 - Wenmoongucy Int L Ltd;5251;1;1;720/06;1200;PC;USD;0.19;=F3*I3;"CHAVE INGLESA 6"" - Contém: 1 Chave inglesa: 4,5 x 1 x 15,2cm - Dimensões da Embalagem: 8 x 2 x 21cm - Quantidade Inner: 40 Peças - Dimensões Inner: 22,5 x 17 x 24cm - Quantidade Master: 80 Peças - Dimensões Master: 34 x 24 x 26cm - Material: Aço carbono - Cor: Prata - Tipo de Embalagem: Blister - Marca: Western - Origem: China - Características: • 6"" (15,2cm) - Antes do uso: • Verificar se o produto está em perfeitas condições de uso. - Cuidados: • Utilize equipamento de proteção individual (óculos de proteção, botas etc.) necessário ao trabalho- • Mantenha o produto sempre seco e longe de umidade- • Use a ferramenta correta para cada tipo de trabalho. Não force a ferramenta. A ferramenta correta fara o trabalho melhor e mais seguro se utilizada para aquilo que foi projetada- • Guarde em local seguro. - Advertência/Atenção: • Manter fora do alcance das crianças- • Trabalhe seguro. - Indicação: • Girar porcas, parafusos quadrados e sextavados. - Sac Fornecedor: • Sac: 0800 607 1322 • Email: posvendas@etilux.com.br • Site: www.etilux.com.br - Garantia: • Em condições normais de uso, este produto tem garantia de 90 dias contra defeitos de material e fabricação, mediante apresentação da nota fiscal de compra. Má conservação, manuseio inadequado, quedas ou quaisquer outras avarias produzidas pelo uso incorreto, a garantia oferecida perde a validade.";WESTERN;40;80;15;120;166.5;0;0.133;8;11.1;SHAODONG SHUANGQUAN HARDWARE&TOOLS CO.,LTD;SHAODONG,HUNAN,CHINA;;7897186042664;17897186042661;57897186042669;34;24;26;0.3182;82041200;=J3/P3;SEM LI;NCM OK;REPOSIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
celio.planilha;celio.planilha.xlsx;2026-04-09 12:01:08;000005251 / 01 - Wenmoongucy Int L Ltd;5251;1;2;720/06;3600;PC;USD;0.19;=F4*I4;"CHAVE INGLESA 6"" - Contém: 1 Chave inglesa: 4,5 x 1 x 15,2cm - Dimensões da Embalagem: 8 x 2 x 21cm - Quantidade Inner: 40 Peças - Dimensões Inner: 22,5 x 17 x 24cm - Quantidade Master: 80 Peças - Dimensões Master: 34 x 24 x 26cm - Material: Aço carbono - Cor: Prata - Tipo de Embalagem: Blister - Marca: Western - Origem: China - Características: • 6"" (15,2cm) - Antes do uso: • Verificar se o produto está em perfeitas condições de uso. - Cuidados: • Utilize equipamento de proteção individual (óculos de proteção, botas etc.) necessário ao trabalho- • Mantenha o produto sempre seco e longe de umidade- • Use a ferramenta correta para cada tipo de trabalho. Não force a ferramenta. A ferramenta correta fara o trabalho melhor e mais seguro se utilizada para aquilo que foi projetada- • Guarde em local seguro. - Advertência/Atenção: • Manter fora do alcance das crianças- • Trabalhe seguro. - Indicação: • Girar porcas, parafusos quadrados e sextavados. - Sac Fornecedor: • Sac: 0800 607 1322 • Email: posvendas@etilux.com.br • Site: www.etilux.com.br - Garantia: • Em condições normais de uso, este produto tem garantia de 90 dias contra defeitos de material e fabricação, mediante apresentação da nota fiscal de compra. Má conservação, manuseio inadequado, quedas ou quaisquer outras avarias produzidas pelo uso incorreto, a garantia oferecida perde a validade.";WESTERN;40;80;45;360;499.5;0;0.133;8;11.1;SHAODONG SHUANGQUAN HARDWARE&TOOLS CO.,LTD;SHAODONG,HUNAN,CHINA;;7897186042664;17897186042661;57897186042669;34;24;26;0.9547;82041200;=J4/P4;SEM LI;NCM OK;REPOSIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
celio.planilha;celio.planilha.xlsx;2026-04-09 12:01:08;000005251 / 01 - Wenmoongucy Int L Ltd;5251;1;3;720/06;2400;PC;USD;0.19;=F5*I5;"CHAVE INGLESA 6"" - Contém: 1 Chave inglesa: 4,5 x 1 x 15,2cm - Dimensões da Embalagem: 8 x 2 x 21cm - Quantidade Inner: 40 Peças - Dimensões Inner: 22,5 x 17 x 24cm - Quantidade Master: 80 Peças - Dimensões Master: 34 x 24 x 26cm - Material: Aço carbono - Cor: Prata - Tipo de Embalagem: Blister - Marca: Western - Origem: China - Características: • 6"" (15,2cm) - Antes do uso: • Verificar se o produto está em perfeitas condições de uso. - Cuidados: • Utilize equipamento de proteção individual (óculos de proteção, botas etc.) necessário ao trabalho- • Mantenha o produto sempre seco e longe de umidade- • Use a ferramenta correta para cada tipo de trabalho. Não force a ferramenta. A ferramenta correta fara o trabalho melhor e mais seguro se utilizada para aquilo que foi projetada- • Guarde em local seguro. - Advertência/Atenção: • Manter fora do alcance das crianças- • Trabalhe seguro. - Indicação: • Girar porcas, parafusos quadrados e sextavados. - Sac Fornecedor: • Sac: 0800 607 1322 • Email: posvendas@etilux.com.br • Site: www.etilux.com.br - Garantia: • Em condições normais de uso, este produto tem garantia de 90 dias contra defeitos de material e fabricação, mediante apresentação da nota fiscal de compra. Má conservação, manuseio inadequado, quedas ou quaisquer outras avarias produzidas pelo uso incorreto, a garantia oferecida perde a validade.";WESTERN;40;80;30;240;333;0;0.133;8;11.1;SHAODONG SHUANGQUAN HARDWARE&TOOLS CO.,LTD;SHAODONG,HUNAN,CHINA;;7897186042664;17897186042661;57897186042669;34;24;26;0.6365;82041200;=J5/P5;SEM LI;NCM OK;REPOSIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
celio.planilha;celio.planilha.xlsx;2026-04-09 12:01:08;000005251 / 01 - Wenmoongucy Int L Ltd;5251;1;4;779;2400;PC;USD;0.46;=F6*I6;"TESOURA DE PODA 25CM 10"" - Dimensões da Peça: 25 x 5,6 x 2cm - Dimensões da Embalagem: 9 x 2 x 32cm - Quantidade Inner: 12 Peças - Dimensões Inner: 32,5 x 9,5 x 20cm - Quantidade Master: 48 Peças - Dimensões Master: 41 x 34,5 x 24cm - Material: Aço e PVC - Cor: Vermelho, Azul e Verde - Tipo de Embalagem: Blister - Marca: Western - Origem: China - Contém: 1 unidade - Observação: • Este item é comercializado em cores sortidas: Vermelho, Azul, Verde. • O Mix de cor é variável e na entrega você pode receber 1, 2 ou 3 cores. - Características: • Profissional (PRO). - Cuidados: • Use a ferramenta correta para sua aplicãção. Não force a ferramenta. A ferramenta correta fará o trabalho melhor e mais seguro se utilizada para aquilo que foi projetada. • Utilize equimpamentos de segurança (óculos de proteção, luvas, etc...) necessários ao trabalho. • Use o tipo e tamanho correto de ferramenta para cada tipo de trabalho. • Guarde em local seguro. • Mantenha fora do alance das crianças. - Atenção: • Trabalhe seguro. • Use óculos de proteção. - Sac Fornecedor: • Sac: 0800 607 1322 • Email: sac@etilux.com.br • Site: www.etilux.com.br - Garantia: • Em condições normais de uso, este produto tem garantia de 90 dias contra defeitos de material e fabricação, mediante apresentação da nota fiscal de compra. Má conservação, manuseio inadequado, quedas ou quaisquer outras avarias produzidas pelo uso incorreto, a garantia oferecida perde a validade.";WESTERN;12;48;50;750;750;0;0.302;15;15;Yangjiang Yusa(Kinshen) Knife Factory;325 NATIONAL HIGHWAY,JINSHAN ROAD,YANGJIANG AREA,GUANGDONG,CHINA;;7897186041728;17897186041725;57897186041723;41;34.5;24;1.6974;82016000;=J6/P6;SEM LI;NCM OK;REPOSIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
celio.planilha;celio.planilha.xlsx;2026-04-09 12:01:08;000005251 / 01 - Wenmoongucy Int L Ltd;5251;1;5;883;9600;PC;USD;0.87;=F7*I7;CABO PARA BATERIA 300A AUTOMOTIVO 2,5M - Dimensões da Peça: 2,5m x 9 x 2cm - Dimensões da Embalagem:20 x 4,5 x 37,5 cm - Tipo de Embalagem: Solapa com saco plástico - Quantidade Master: 10 Peças - Dimensões Master:30 x 25 x 23 cm - Material: CCA, Policloreto de Vinil, Ferro e Cobre - Cor: Vermelho e Preto - Marca: Western - Origem: China - Contém: 1 Par de cabos com garras - Características: • 300 A. • Cabo com garras. • Uso automotivo. • Para automóveis de pequeno e médio porte utilitários leves (barcos e trailers etc.). • Espessura do cabo 7mm. - Antes do uso: • Verificar se o produto está em perfeita condições de uso. • Deixe os dois veículos próximos (sem encostar as carrocerias) com freio de mão acionado, e ambos desligados. Localize a bateria e identifique os terminais positivos e negativos. Desenrole os cabos. - Instrução de uso: 1. Conecte a garra vermelha do cabo na bateria descarregada no terminal positivo (+). 2. Conecte a outra extremidade do cabo vermelho ao terminal positivo (+) da bateria carregada. 3. Conecte a garra preta no terminal negativo (-) da bateria carregada. 4. Conecte a outra garra preta do terminal negativo (-) da bateria descarregada. 5. Dê a partida no motor do veículo doador (com a bateria carregada) e deixe a rotação acima do ponto morto por cerca de 2 minutos. 6. Tente ligar o carro com a bateria descarregada. Se houver carga suficiente, o motor ligará. 7. Retire cuidadosamente os cabos na ordem inversa que foram conectados, primeiro o cabo dos terminais negativos e depois o cabo dos terminais positivos. Lembre-se: não deixe a garras se tocarem (ou tocarem alguma parte do motor). 8. Mantenha o carro com bateria descarregada funcionando para o alternador ter tempo suficiente para carregar a bateria. 9. É recomendado procurar um auto elétrico para analisar a bateria. 10. Antes de usar, verifique todas as partes do cabo. Não utilize se alguma parte estiver danificada. - Perigo: • A bateria dos veículos contém ácidos e emitem gases inflamáveis. Evite contato do ácido com a pele, olhos e roupas. Em caso de contato acidental com a pele ou olhos, enxaguar abundantemente com água por 15 minutos. Consulte um médico imediatamente. - Cuidados: • A conexão incorreta dos cabos de bateria para fazer a ligação de automóvel apresenta alguns perigos. • Não fume e/ ou não deixe a bateria perto de materiais inflamáveis. • Utilize somente baterias da mesma voltagem. • Desligue o rádio, luzes, ar-condicionado etc. dos veículos. • Não utilize acessórios metálicos e joias (correntes, pulseiras etc.) ao trabalhar com a bateria. • Encaixe as garras corretamente. Garras vermelhas nos terminais positivos (+) e garras pretas nos terminais negativos (-). • Nunca deixe as garras pretas e vermelhas se tocarem (ou tocarem alguma parte do motor) enquanto estiver conectando ou desconectando a bateria. Isto pode causar um choque, curto-circuito e/ ou danos aos veículos. • Antes de usar, consulte o manual do proprietário de seu veículo para obter mais informações e certificar que pode fazer este procedimento. • Utilize equipamentos de proteção individual (óculos de proteção, luvas etc.) necessários ao trabalho. • Guarde em local seguro. • Guarde estas instruções para futuras consultas. - Advertência/Atenção: • Após 3 tentativas, caso o cabo aqueça, aguarde alguns minutos até ele esfriar e tente novamente. Não resolvendo o problema procure um autoelétrico. • Manter fora do alcance das crianças. - Sac Fornecedor: • Sac: 0800 607 1322 • Email: posvendas@etilux.com.br • Site: www.etilux.com.br - Garantia: • Em condições normais de uso, este produto tem garantia de 90 dias contra defeitos de material e fabricação, mediante apresentação da nota fiscal de compra. Má conservação, manuseio inadequado, quedas ou quaisquer outras avarias produzidas pelo uso incorreto, a garantia oferecida perde a validade.;WESTERN;0;10;960;5760;6240;0;0.498;6;6.5;JIANDE WANCHUN ELECTRIC EQUIPMENT FACTORY;MEICHENG TOWN, JIANDE CITY, CHINA;;7897186075976;;57897186075971;30;25;23;16.56;74130000;=J7/P7;SEM LI;NCM OK;REPOSIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
celio.planilha;celio.planilha.xlsx;2026-04-09 12:01:08;000005251 / 01 - Wenmoongucy Int L Ltd;5251;1;6;CBT200;3000;PC;USD;0.95;=F8*I8;CABO PARA BATERIA AUTOMOTIVO 200A 2,5M Dimensões da Peça: • Garras: 13,5 x 7 x 2cm • Comprimento total: 2,5m Espessura: Capacidade: Dimensões da Embalagem: 22 x 22 x 5,2 cm Tipo de Embalagem: CARTÃO INTERNO Quantidade Inner: N/A Dimensões Inner: N/A x N/A x N/A Quantidade Master: 48 Peças Dimensões Master: 44 x 44 x 40cm Material: Aço carbono, Cobre e PVC Cor: Preto, Vermelho Marca: WESTERN Origem: CHINA Composição do Produto: 1 unidade Caracteristicas Importantes: • Capacidade: 200A • Comprimento: 2,5m Instruções de Uso: N/A Antes do Uso: • Verificar se o produto está em perfeitas condições de uso ou instalação- • Inspecione os cabos antes de cada uso para garantir que não estejam desgastados, rasgados ou corroídos. Substitua cabos danificados imediatamente. Perigos: • Cuidado durante o manuseio do produto para evitar acidentes. Cuidados: • Conecte os cabos à bateria de acordo com a polaridade correta. Conectar os cabos incorretamente pode causar danos ao veículo e à bateria- • Use equipamentos de proteção, como luvas e óculos de segurança, para evitar contato direto com a bateria e os cabos, prevenindo possíveis acidentes- • Certifique-se de que ambos os veículos estejam desligados antes de conectar os cabos de bateria. Isso ajuda a evitar faíscas e possíveis danos aos sistemas elétricos- • Guarde os cabos em um local seco e longe de produtos químicos corrosivos. Evite dobrar ou enrolar os cabos de forma apertada para não danificar os fios internos. Advertencia/ Atenção: • Manter fora do alcance das crianças • Use óculos de proteção. Indicação: N/A Sac Fornecedor: Sac: 0800 607 1322 - Email: posvendas@etilux.com.br - Site: www.etilux.com.br Garantia: Em condições normais de uso, este produto tem garantia de 90 dias contra defeitos de material e fabricação, mediante apresentação da nota fiscal de compra. Má conservação, manuseio inadequado, quedas ou quaisquer outras avarias produzidas pelo uso incorreto, a garantia oferecida perde a validade.;WESTERN;0;48;125;1500;1562.5;0;0.57;12;12.5;F12710 - 01 - MARKET UNION CO.,LTD;NINGBO,ZHEJIANG,CHINA;;7897186075105;;57897186075100;44;44;40;4.8787;74130000;=J8/P8;SEM LI;NCM OK;REPOSIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
celio.planilha;celio.planilha.xlsx;2026-04-09 12:01:08;000005251 / 01 - Wenmoongucy Int L Ltd;5251;1;7;111;4800;PC;USD;0.44;=F9*I9;CHAVE PRECISÃO 11 PONTAS - Dimensões da Peça: • 1 Chave fenda: 7,6 x 0,7 x 0,7cm • 2 Chave fenda: 7,8 x 0,7 x 0,7cm • 1 Chave fenda: 8 x 0,7 x 0,7cm • 1 Chave fenda: 8,8 x 0,8 x 0,8cm • 1 Chave fenda: 9,6 x 0,9 x 0,9cm • 1 Chave phillips: 8 x 0,7 x 0,7cm • 1 Chave phillips: 9 x 0,8 x 0,8cm • 1 Chave phillips: 9,5 x 0,8 x 0,8cm • 1 Chave pontuda: 9 x 0,7 x 0,7cm • 1 Chave com ponta achatada: 7 x 0,7 x 0,7cm • Estojo: 11,2 x 6,8 x 2,3 (aberto: 14 x 11,2 x 1,2cm) - Dimensões da Embalagem: 18 x 1,5 x 19cm - Tipo de Embalagem: Blister - Quantidade Inner: 50 Peças - Dimensões Inner: 35,5 x 29 x 20cm - Quantidade Master: 100 Peças - Dimensões Master: 57,5 x 37,5 x 21,5cm - Material: Aço carbono e Polipropileno - Cor: Prata e Preto - Marca: Western - Origem: China - Contém: 11 chaves • 3 Chaves phillips : 00• 0 • 1 • 1 Chave pontuda (AWL). • 1 Chave com ponta achatada. • 6 Chaves fenda: 1.2/1.4/1.4/2.0/2.4/3.0mm - Antes do uso: • Verificar se o produto está em perfeitas condições de uso. - Perigos: • Cuidado durante o manuseio do produto para evitar acidentes. - Cuidados: • Para reduzir o risco de lesões, sempre use adequadamente equipamentos de proteção individual (óculos de proteção, protetor auricular, luvas, etc.)- Necessários ao trabalho- • Utilize a ferramenta correta para sua aplicação- • Guarde em local seguro- • Manter em local seco e seguro, longe de umidade- • Guarde estas instruções para futuras consultas. - Advertência/Atenção: • Trabalhe seguro- • Manter fora do alcance das crianças. - Sac Fornecedor: • Sac: 0800 607 1322 • Email: posvendas@etilux.com.br • Site: www.etilux.com.br - Garantia: • Em condições normais de uso, este produto tem garantia de 90 dias contra defeitos de material e fabricação, mediante apresentação da nota fiscal de compra. Má conservação, manuseio inadequado, quedas ou quaisquer outras avarias produzidas pelo uso incorreto, a garantia oferecida perde a validade. Cod. Barras: 7897186001111;WESTERN;50;100;48;480;600;0;0.102;10;12.5;Jinhua Hengfeng Hardware Tool Co..LTD;XIAOSHUN XIAJIE INDUSTRY ZONE(ZHAOHUI WEST ROAD),JINHUA,ZHEJIANG,CHINA;;7897186001111;17897186001118;57897186001116;57.5;37.5;21.5;2.2252;82054000;=J9/P9;SEM LI;NCM OK;REPOSIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
celio.planilha;celio.planilha.xlsx;2026-04-09 12:01:08;000005251 / 01 - Wenmoongucy Int L Ltd;5251;1;8;111;100;PC;USD;0.44;=F10*I10;CHAVE PRECISÃO 11 PONTAS - Dimensões da Peça: • 1 Chave fenda: 7,6 x 0,7 x 0,7cm • 2 Chave fenda: 7,8 x 0,7 x 0,7cm • 1 Chave fenda: 8 x 0,7 x 0,7cm • 1 Chave fenda: 8,8 x 0,8 x 0,8cm • 1 Chave fenda: 9,6 x 0,9 x 0,9cm • 1 Chave phillips: 8 x 0,7 x 0,7cm • 1 Chave phillips: 9 x 0,8 x 0,8cm • 1 Chave phillips: 9,5 x 0,8 x 0,8cm • 1 Chave pontuda: 9 x 0,7 x 0,7cm • 1 Chave com ponta achatada: 7 x 0,7 x 0,7cm • Estojo: 11,2 x 6,8 x 2,3 (aberto: 14 x 11,2 x 1,2cm) - Dimensões da Embalagem: 18 x 1,5 x 19cm - Tipo de Embalagem: Blister - Quantidade Inner: 50 Peças - Dimensões Inner: 35,5 x 29 x 20cm - Quantidade Master: 100 Peças - Dimensões Master: 57,5 x 37,5 x 21,5cm - Material: Aço carbono e Polipropileno - Cor: Prata e Preto - Marca: Western - Origem: China - Contém: 11 chaves • 3 Chaves phillips : 00• 0 • 1 • 1 Chave pontuda (AWL). • 1 Chave com ponta achatada. • 6 Chaves fenda: 1.2/1.4/1.4/2.0/2.4/3.0mm - Antes do uso: • Verificar se o produto está em perfeitas condições de uso. - Perigos: • Cuidado durante o manuseio do produto para evitar acidentes. - Cuidados: • Para reduzir o risco de lesões, sempre use adequadamente equipamentos de proteção individual (óculos de proteção, protetor auricular, luvas, etc.)- Necessários ao trabalho- • Utilize a ferramenta correta para sua aplicação- • Guarde em local seguro- • Manter em local seco e seguro, longe de umidade- • Guarde estas instruções para futuras consultas. - Advertência/Atenção: • Trabalhe seguro- • Manter fora do alcance das crianças. - Sac Fornecedor: • Sac: 0800 607 1322 • Email: posvendas@etilux.com.br • Site: www.etilux.com.br - Garantia: • Em condições normais de uso, este produto tem garantia de 90 dias contra defeitos de material e fabricação, mediante apresentação da nota fiscal de compra. Má conservação, manuseio inadequado, quedas ou quaisquer outras avarias produzidas pelo uso incorreto, a garantia oferecida perde a validade. Cod. Barras: 7897186001111;WESTERN;50;100;1;10;12.5;0;0.102;10;12.5;Jinhua Hengfeng Hardware Tool Co..LTD;XIAOSHUN XIAJIE INDUSTRY ZONE(ZHAOHUI WEST ROAD),JINHUA,ZHEJIANG,CHINA;;7897186001111;17897186001118;57897186001116;57.5;37.5;21.5;0.0464;82054000;=J10/P10;SEM LI;NCM OK;REPOSIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
celio.planilha;celio.planilha.xlsx;2026-04-09 12:01:08;000005251 / 01 - Wenmoongucy Int L Ltd;5251;1;9;208;12000;PC;USD;0.48;=F11*I11;PEDRA PARA AFIAR DUPLA-FACE 20CM - Dimensões da Peça: 20 x 5 x 2cm - Tipo de Embalagem: Caixa litografada - Dimensões da Embalagem: 20,2 x 5,2 x 2,2 cm - Quantidade Master: 40 Peças - Dimensões Master: 24 x 21,5 x 22cm - Material: Cimento, Sílica e Óxido de Magnésio - Cor: Cinza - Marca: Western - Origem: China - Contém: 1 unidade - Características: • Pedra combinada- • Face para desbaste- • Face para acabamento. - Intrusões de uso: • Escolha o lado e deslize a faca por toda a pedra- • Deslize a faca com a lâmina em um ângulo de aproximadamente 30°- • Afie utilizando toda a superfície da pedra, para manter uma uniformidade- • Utilize uma suave pressão para evitar danos a faca- • Por estar associada ao uso de facas, mantenha a pedra de afiar fora do alcance das crianças. - Antes do uso: • Verificar se o produto está em perfeitas condições de uso- • Antes de usar, é necessário molhar a pedra. Deixe em um recipiente em água submersa por alguns minutos- • Retire a água e posicione a pedra em superfície plana e lisa. - Perigos: • Cuidado durante o manuseio do produto para evitar acidentes- • Evite quedas e batidas e não submeta a pedra em outro esforço de impacto- • Atenção cuidado ao manusear a faca. - Cuidados: • Não utilize para afiar facas serrilhadas ou tesouras- • Após o uso, lave a superfície da pedra e deixe em local arejado para secar bem- • Guarde estas instruções para futuras consultas- • Guarde em local seguro. - Advertência/Atenção: • Manter fora do alcance das crianças- • Cuidado Frágil. - Sac Fornecedor: • Sac: 0800 607 1322 • Email: posvendas@etilux.com.br • Site: www.etilux.com.br - Garantia: • Em condições normais de uso, este produto tem garantia de 90 dias contra defeitos de material e fabricação, mediante apresentação da nota fiscal de compra. Má conservação, manuseio inadequado, quedas ou quaisquer outras avarias produzidas pelo uso incorreto, a garantia oferecida perde a validade.;WESTERN HOME;0;40;300;3900;4935;0;0.388;13;16.45;JUNAN YUANFENG ABRASIVE FACTORY;JIUXIANGLING INDUSTRIAL ZONE,XILI TOWN,SHENZHEN,CHINA;;7897186002088;;57897186002083;24;21.5;22;3.4056;68043000;=J11/P11;SEM LI;NCM OK;REPOSIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
celio.planilha;celio.planilha.xlsx;2026-04-09 12:01:08;000005251 / 01 - Wenmoongucy Int L Ltd;5251;1;10;208;6000;PC;USD;0.48;=F12*I12;PEDRA PARA AFIAR DUPLA-FACE 20CM - Dimensões da Peça: 20 x 5 x 2cm - Tipo de Embalagem: Caixa litografada - Dimensões da Embalagem: 20,2 x 5,2 x 2,2 cm - Quantidade Master: 40 Peças - Dimensões Master: 24 x 21,5 x 22cm - Material: Cimento, Sílica e Óxido de Magnésio - Cor: Cinza - Marca: Western - Origem: China - Contém: 1 unidade - Características: • Pedra combinada- • Face para desbaste- • Face para acabamento. - Intrusões de uso: • Escolha o lado e deslize a faca por toda a pedra- • Deslize a faca com a lâmina em um ângulo de aproximadamente 30°- • Afie utilizando toda a superfície da pedra, para manter uma uniformidade- • Utilize uma suave pressão para evitar danos a faca- • Por estar associada ao uso de facas, mantenha a pedra de afiar fora do alcance das crianças. - Antes do uso: • Verificar se o produto está em perfeitas condições de uso- • Antes de usar, é necessário molhar a pedra. Deixe em um recipiente em água submersa por alguns minutos- • Retire a água e posicione a pedra em superfície plana e lisa. - Perigos: • Cuidado durante o manuseio do produto para evitar acidentes- • Evite quedas e batidas e não submeta a pedra em outro esforço de impacto- • Atenção cuidado ao manusear a faca. - Cuidados: • Não utilize para afiar facas serrilhadas ou tesouras- • Após o uso, lave a superfície da pedra e deixe em local arejado para secar bem- • Guarde estas instruções para futuras consultas- • Guarde em local seguro. - Advertência/Atenção: • Manter fora do alcance das crianças- • Cuidado Frágil. - Sac Fornecedor: • Sac: 0800 607 1322 • Email: posvendas@etilux.com.br • Site: www.etilux.com.br - Garantia: • Em condições normais de uso, este produto tem garantia de 90 dias contra defeitos de material e fabricação, mediante apresentação da nota fiscal de compra. Má conservação, manuseio inadequado, quedas ou quaisquer outras avarias produzidas pelo uso incorreto, a garantia oferecida perde a validade.;WESTERN HOME;0;40;150;1950;2467.5;0;0.388;13;16.45;JUNAN YUANFENG ABRASIVE FACTORY;JIUXIANGLING INDUSTRIAL ZONE,XILI TOWN,SHENZHEN,CHINA;;7897186002088;;57897186002083;24;21.5;22;1.7028;68043000;=J12/P12;SEM LI;NCM OK;REPOSIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
